|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|владивостокский|владивостокском|владивостокском|ADJF|2|1|2||1|1.0
1|сетевой|сетевом|сетевом|ADJF|3|1|3||1|1.0
2|издание|издании|издании|NOUN|4|1|4||1|1.0
3|konkurent.ru|konkurent.ru|KONKURENT.RU|UNKN|5|1|5|UNKN|1|1.0
4|заголовок|заголовком|заголовком|NOUN|7|1|7||1|1.0
5|ка-62|ка-62|Ка-62|DSNU|8|1|8|DSNU|21|1.0
6|взлетел|взлетел|взлетел|VERB|9|1|9||1|1.0
7|макс|макс|МАКС|NOUN|11|1|11|UPPR|2|1.0
8|управляющий|управляющий|Управляющий|PRTF|12|2|1||3|2.0
9|директор|директор|директор|NOUN|13|2|2||3|2.0
10|завод|завода|завода|NOUN|14|2|3|SPEC|1|1.0
11|прогресс|прогресс|Прогресс|NOUN|15|2|4|CLIV|6|1.0
12|уникальный|уникальных|уникальных|ADJF|17|2|6||2|1.0
13|возможность|возможностях|возможностях|NOUN|18|2|7||1|1.0
14|новое|нового|нового|NOUN|19|2|8||4|1.0
15|вертолетаопубликовано|вертолетаопубликовано|вертолетаопубликовано|UNKN|20|2|9|UNKN|1|1.0
16|небезынтересный|небезынтересное|небезынтересное|ADJF|21|2|10||1|1.0
17|интервью|интервью|интервью|NOUN|22|2|11||1|1.0
18|управляющий|управляющего|управляющего|PRTF|23|2|12||3|2.0
19|директор|директора|директора|NOUN|24|2|13||3|2.0
20|пао|пао|ПАО|ABVR|25|2|14|SPEC|1|1.0
21|аакп|арсеньевская авиационная компания прогресс имени н. и. сазыкина|Арсеньевская авиационная компания Прогресс имени Н. И. Сазыкина|WIQM|26|2|15|WIQM|1|1.0
22|вхожу|входит|входит|VERB|27|2|16||1|1.0
23|состав|состав|состав|NOUN|29|2|18||1|1.0
24|холдинг|холдинга|холдинга|NOUN|30|2|19||3|1.0
25|вр|вертолеты россии|Вертолеты России|CLIV|31|2|20|CLIV|3|1.0
26|госкорпорация|госкорпорации|Госкорпорации|NOUN|32|2|21|TITL|1|1.0
27|ростех|ростех|Ростех|CLIV|33|2|22|CLIV|1|1.0
28|юд|юрия денисенко|Юрия Денисенко|NAME|34|2|23|NAME|2|1.0
29|посвященный|посвященное|посвященное|PRTF|35|2|24||1|1.0
30|основное|основном|основном|NOUN|37|2|26||1|1.0
31|современный|современному|современному|ADJF|38|2|27||1|1.0
32|состояние|состоянию|состоянию|NOUN|39|2|28||1|1.0
33|программа|программы|программы|NOUN|40|2|29||8|1.0
34|вертолет|вертолета|вертолета|NOUN|41|2|30|SPEC|34|1.0
35|ка-62|ка-62|Ка-62|DSNU|42|2|31|DSNU|21|1.0
36|перспектива|перспективам|перспективам|NOUN|44|2|33||2|1.0
37|серийный|серийного|серийного|ADJF|46|2|35||2|1.0
38|производство|производства|производства|NOUN|47|2|36||18|1.0
39|гражданский|гражданский|Гражданский|ADJF|48|3|1||4|1.0
40|многоцелевой|многоцелевой|многоцелевой|ADJF|49|3|2||1|1.0
41|вертолет|вертолет|вертолет|NOUN|50|3|3|SPEC|34|1.0
42|ка-62|ка-62|Ка-62|DSNU|51|3|4|DSNU|21|1.0
43|производство|производства|производства|NOUN|52|3|5||18|1.0
44|арсеньевский|арсеньевской|Арсеньевской|ADJF|53|3|6|TITL|1|1.0
45|авиационный|авиационной|авиационной|ADJF|54|3|7||2|1.0
46|компания|компании|компании|NOUN|55|3|8||2|1.0
47|прогресс|прогресс|Прогресс|NOUN|56|3|9|CLIV|6|1.0
48|нис|н. и. сазыкина|Н. И. Сазыкина|FLNM|58|4|1|FLNM|1|1.0
49|холдинг|холдинга|холдинга|NOUN|59|4|2||3|1.0
50|вр|вертолеты россии|Вертолеты России|CLIV|60|4|3|CLIV|3|1.0
51|ввгр|входит в госкорпорацию ростех|входит в Госкорпорацию Ростех|ABVR|61|4|4|ABVR|1|1.0
52|продемонстрирован|продемонстрирован|продемонстрирован|PRTS|62|4|5||2|1.0
53|летный|летной|летной|ADJF|64|4|7||10|1.0
54|программа|программе|программе|NOUN|65|4|8||8|1.0
55|статический|статической|статической|ADJF|68|4|11||2|1.0
56|стоянка|стоянке|стоянке|NOUN|69|4|12||1|1.0
57|международный|международного|Международного|ADJF|70|4|13|TITL|2|1.0
58|авиационно-космический|авиационно-космического|авиационно-космического|ADJF|71|4|14||1|1.0
59|салон|салона|салона|NOUN|72|4|15||3|1.0
60|макс-2019|макс-2019|МАКС-2019|DSNU|73|4|16|DSNU|2|1.0
61|прошел|прошел|прошел|VERB|75|4|18||1|1.0
62|подмосковный|подмосковном|подмосковном|ADJF|77|4|20||1|1.0
63|жуковский|жуковском|Жуковском|NOUN|78|4|21|TITL|1|1.0
64|модель|модель|Модель|NOUN|79|5|1||2|1.0
65|вертолет|вертолета|вертолета|NOUN|80|5|2|SPEC|34|1.0
66|ка-62|ка-62|Ка-62|DSNU|81|5|3|DSNU|21|1.0
67|день|дни|дни|NOUN|84|5|6||2|1.0
68|продемонстрирован|продемонстрирована|продемонстрирована|PRTS|87|5|9||2|1.0
69|гость|гостям|гостям|NOUN|88|5|10||1|1.0
70|участник|участникам|участникам|NOUN|90|5|12||1|1.0
71|вэф|восточного экономического форума|Восточного Экономического Форума|NAME|91|5|13|NAME|1|1.0
72|ход|ходе|ходе|NOUN|93|6|2||2|1.0
73|реализация|реализации|реализации|NOUN|94|6|3||2|1.0
74|испытание|испытаний|испытаний|NOUN|95|6|4||9|1.0
75|перспектива|перспективах|перспективах|NOUN|97|6|6||2|1.0
76|производство|производства|производства|NOUN|98|6|7||18|1.0
77|вертолет|вертолета|вертолета|NOUN|99|6|8|SPEC|34|1.0
78|ка-62|ка-62|Ка-62|DSNU|100|6|9|DSNU|21|1.0
