|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|состав|составе|составе|NOUN|2|1|2||3|1.0
1|бригада|бригад|бригад|NOUN|3|1|3||3|1.0
2|управление|управления|управления|NOUN|4|1|4||4|1.0
3|минобороны|минобороны|Минобороны|NOUN|5|1|5|TITL|3|1.0
4|рф|рф|РФ|NOUN|6|1|6|UPPR|2|1.0
5|формирую|формируют|формируют|VERB|7|1|7||2|1.0
6|рота|роты|роты|NOUN|8|1|8||3|1.0
7|оснащенный|оснащенные|оснащенные|PRTF|9|1|9||2|1.0
8|мобильный|мобильными|мобильными|ADJF|10|1|10||7|1.0
9|ретранслятор|ретрансляторами|ретрансляторами|NOUN|11|1|11||5|1.0
10|антенна|антеннами|антеннами|NOUN|13|1|13|SPEC|4|1.0
11|сотовый|сотовой|сотовой|ADJF|14|1|14||18|1.0
12|связь|связи|связи|NOUN|15|1|15||20|1.0
13|первое|первые|Первые|NOUN|16|2|1||3|1.0
14|подразделение|подразделения|подразделения|NOUN|18|2|3||3|1.0
15|создан|созданы|созданы|PRTS|20|2|5||3|1.0
16|дв|дальнем востоке|Дальнем Востоке|NAME|22|2|7|NAME|2|1.0
17|сибирь|сибири|Сибири|NOUN|25|2|10|TITL|2|1.0
18|могу|могут|могут|VERB|27|3|2||3|1.0
19|считаные|считаные|считаные|UNKN|29|3|4|UNKN|2|1.0
20|минута|минуты|минуты|NOUN|30|3|5||2|1.0
21|создавать|создавать|создавать|INFN|31|3|6||2|1.0
22|локальный|локальные|локальные|ADJF|32|3|7||4|1.0
23|сеть|сети|сети|NOUN|33|3|8||8|1.0
24|сотовый|сотовой|сотовой|ADJF|34|3|9||18|1.0
25|связь|связи|связи|NOUN|35|3|10||20|1.0
26|подключаясь|подключаясь|подключаясь|GRND|36|3|11||2|1.0
27|сигнал|сигналу|сигналу|NOUN|38|3|13||5|1.0
28|основный|основных|основных|ADJF|39|3|14||3|1.0
29|федеральный|федеральных|федеральных|ADJF|40|3|15||4|1.0
30|оператор|операторов|операторов|NOUN|41|3|16||7|1.0
31|радиус|радиусе|радиусе|NOUN|43|3|18||3|1.0
32|до 30-40 км|до 30-40 км|до 30-40 км|NUSR|44|3|19|NUSR|3|1.0
33|передвижной|передвижной|передвижной|ADJF|46|3|21||3|1.0
34|вышка|вышки|вышки|NOUN|47|3|22||6|1.0
35|техника|техника|техника|NOUN|49|4|2|SPEC|4|1.0
36|нужен|нужна|нужна|ADJS|50|4|3||2|1.0
37|формирование|формирования|формирования|NOUN|52|4|5||2|1.0
38|закрытый|закрытых|закрытых|ADJF|53|4|6||2|1.0
39|противник|противника|противника|NOUN|55|4|8||2|1.0
40|зона|зон|зон|NOUN|56|4|9||6|1.0
41|обмен|обмена|обмена|NOUN|57|4|10||2|1.0
42|информация|информацией|информацией|NOUN|58|4|11||5|1.0
43|налаживание|налаживания|налаживания|NOUN|62|4|15||2|1.0
