|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|международный|международном|международном|ADJF|2|1|2||4|2.0
1|этап|этапе|этапе|NOUN|3|1|3||2|1.0
2|конкурс|конкурса|конкурса|NOUN|4|1|4||3|1.0
3|профессиональный|профессионального|профессионального|ADJF|5|1|5||1|1.0
4|мастерство|мастерства|мастерства|NOUN|6|1|6||1|1.0
5|армейский|армейских|Армейских|ADJF|7|1|7|TITL|1|1.0
6|международный|международных|международных|ADJF|8|1|8||4|2.0
7|игра|игр|игр|NOUN|9|1|9||2|1.0
8|2019|2019|2019|NUMB|10|1|10|NUMB|1|1.0
9|мат|мастера автобронетанковой техники|Мастера автобронетанковой техники|WIQM|11|1|11|WIQM|2|1.0
10|выступил|выступят|выступят|VERB|12|1|12||1|1.0
11|5 команд|5 команд|5 команд|NUSR|13|1|13|NUSR|1|1.0
12|россия|россии|России|NOUN|15|1|15|SPEC|4|1.0
13|венесуэла|венесуэлы|Венесуэлы|NOUN|16|1|16|SPEC|2|1.0
14|египета|египета|Египета|TITL|17|1|17|TITL|1|1.0
15|китай|китая|Китая|NOUN|18|1|18|SPEC|2|1.0
16|лаос|лаоса|Лаоса|NOUN|19|1|19|SPEC|2|1.0
17|2015 года|2015 года|2015 года|NUSR|21|2|2|NUSR|1|1.0
18|первое|первое|первое|NOUN|22|2|3||1|1.0
19|место|место|место|NOUN|23|2|4||1|1.0
20|занимаю|занимает|занимает|VERB|24|2|5||1|1.0
21|команда|команда|команда|NOUN|25|2|6||8|1.0
22|минобороны|минобороны|Минобороны|NOUN|26|2|7|TITL|1|1.0
23|рф|рф|РФ|NOUN|27|2|8|UPPR|2|1.0
24|два|две|две|NUMR|29|3|2||1|1.0
25|неделя|недели|недели|NOUN|30|3|3||1|1.0
26|начал|начала|начала|VERB|32|3|5||1|1.0
27|соревнование|соревнований|соревнований|NOUN|33|3|6||3|1.0
28|видео|видео|видео|ABVR|34|3|7|ABVR|1|1.0
29|иностранный|иностранные|иностранные|ADJF|35|3|8||1|1.0
30|делегация|делегации|делегации|NOUN|36|3|9||1|1.0
31|технический|техническим|техническим|ADJF|39|3|12||1|1.0
32|состав|составом|составом|NOUN|40|3|13||1|1.0
33|тренерский|тренерским|тренерским|ADJF|42|3|15||1|1.0
34|штаб|штабом|штабом|NOUN|43|3|16||1|1.0
35|провёл|проведут|проведут|VERB|44|3|17||1|1.0
36|жеребьевка|жеребьевку|жеребьевку|NOUN|45|3|18||1|1.0
37|принял|примут|примут|VERB|46|3|19||1|1.0
38|военный|военную|военную|ADJF|47|3|20||5|1.0
39|техника|технику|технику|NOUN|48|3|21|SPEC|2|1.0
40|оценил|оценят|оценят|VERB|50|3|23||1|1.0
41|подготовка|подготовку|подготовку|NOUN|51|3|24||3|1.0
42|обновленный|обновленной|обновленной|PRTF|52|3|25||1|1.0
43|трасса|трассы|трассы|NOUN|53|3|26||1|1.0
44|воронежский|воронежской|Воронежской|ADJF|55|3|28|TITL|2|1.0
45|область|области|области|NOUN|56|3|29||2|1.0
46|история|истории|истории|NOUN|59|4|3||1|1.0
47|конкурс|конкурса|конкурса|NOUN|60|4|4||3|1.0
48|команда|команды|команды|NOUN|62|4|6||8|1.0
49|согласился|согласились|согласились|VERB|63|4|7||1|1.0
