|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|count_word_text|count_word_sent
0|альянс|альянс|Альянс|NOUN|1|1|1||3|1.0
1|телми|телми|ТЕЛМИ|UPPR|2|1|2|UPPR|3|1.0
2|объединяющий|объединяющий|объединяющий|PRTF|3|1|3||1|1.0
3|российский|российских|российских|ADJF|4|1|4||7|1.0
4|производитель|производителей|производителей|NOUN|5|1|5||6|1.0
5|телекоммуникационный|телекоммуникационного|телекоммуникационного|ADJF|6|1|6||1|1.0
6|оборудование|оборудования|оборудования|NOUN|7|1|7|SPEC|3|1.0
7|т8|т8|Т8|ABVR|8|1|8|ABVR|2|1.0
8|элтекс|элтекс|Элтекс|WIQM|9|1|9|WIQM|2|1.0
9|микран|микран|Микран|CLIV|11|1|11|CLIV|2|1.0
10|попросил|попросили|попросили|VERB|12|1|12||1|1.0
11|минпромторг|минпромторг|Минпромторг|TITL|13|1|13|TITL|1|1.0
12|принять|принять|принять|INFN|14|1|14||1|1.0
13|мера|меры|меры|NOUN|15|1|15||2|1.0
14|увеличение|увеличению|увеличению|NOUN|17|1|17||1|1.0
15|доля|доли|доли|NOUN|19|1|19||3|1.0
16|внутренний|внутреннем|внутреннем|ADJF|21|1|21||3|1.0
17|рынок|рынке|рынке|NOUN|22|1|22||5|1.0
18|пишу|пишет|пишет|VERB|25|2|3||1|1.0
19|коммерсантъ|коммерсантъ|Коммерсантъ|NOUN|26|2|4|CLIV|1|1.0
20|ссылка|ссылкой|ссылкой|NOUN|28|2|6||1|1.0
21|соответствующий|соответствующую|соответствующую|ADJF|30|2|8||1|1.0
22|презентация|презентацию|презентацию|NOUN|31|2|9||1|1.0
23|частность|частности|частности|NOUN|33|3|2||1|1.0
24|документ|документе|документе|NOUN|35|3|4||1|1.0
25|отмечаюсь|отмечается|отмечается|VERB|36|3|5||1|1.0
26|данный|данный|данный|ADJF|39|3|8||1|1.0
27|момент|момент|момент|NOUN|40|3|9||1|1.0
28|доля|доля|доля|NOUN|41|3|10||3|1.0
29|российский|российских|российских|ADJF|42|3|11||7|2.0
30|производитель|производителей|производителей|NOUN|43|3|12||6|2.0
31|внутренний|внутреннем|внутреннем|ADJF|45|3|14||3|1.0
32|рынок|рынке|рынке|NOUN|46|3|15||5|2.0
33|составляю|составляет|составляет|VERB|47|3|16||1|1.0
34|6-8%|6-8%|6-8%|NUSR|48|3|17|NUSR|1|1.0
35|время|время|время|NOUN|51|3|20||1|1.0
36|иностранный|иностранные|иностранные|ADJF|53|3|22||2|1.0
37|компания|компании|компании|NOUN|54|3|23||1|1.0
38|90%|90%|90%|NUSR|58|3|27|NUSR|1|1.0
39|прихожусь|приходится|приходится|VERB|59|3|28||1|1.0
40|китайский|китайских|китайских|ADJF|61|3|30||1|1.0
41|производитель|производителей|производителей|NOUN|62|3|31||6|2.0
42|huawei|huawei|Huawei|ABVR|63|3|32|ABVR|1|1.0
43|zte|zte|ZTE|ABVR|64|3|33|ABVR|1|1.0
44|ид|и др|и др|ABVR|65|3|34|ABVR|1|1.0
45|10%|10%|10%|NUSR|68|3|37|NUSR|1|1.0
46|западный|западных|западных|ADJF|70|3|39||1|1.0
47|juniper|juniper|Juniper|ABVR|71|3|40|ABVR|1|1.0
48|cisco|cisco|Cisco|ABVR|72|3|41|ABVR|1|1.0
49|nokia|nokia|Nokia|ABVR|73|3|42|ABVR|1|1.0
50|занимаю|занимают|занимают|VERB|74|3|43||1|1.0
51|92-94%|92-94%|92-94%|NUSR|75|3|44|NUSR|1|1.0
52|российский|российского|российского|ADJF|76|3|45||7|2.0
53|рынок|рынка|рынка|NOUN|77|3|46||5|2.0
54|телеком-оборудования|телеком-оборудования|телеком-оборудования|UNKN|78|3|47|UNKN|1|1.0
55|изменить|изменить|изменить|INFN|80|4|2||1|1.0
56|ситуация|ситуацию|ситуацию|NOUN|81|4|3||1|1.0
57|альянс|альянс|альянс|NOUN|82|4|4||3|1.0
58|предлагаю|предлагает|предлагает|VERB|83|4|5||1|1.0
59|ввести|ввести|ввести|INFN|84|4|6||1|1.0
60|весь|всех|всех|ADJF|86|4|8||1|1.0
61|покупатель|покупателей|покупателей|NOUN|87|4|9||2|1.0
62|обязательный|обязательную|обязательную|ADJF|88|4|10||1|1.0
63|квота|квоту|квоту|NOUN|89|4|11||2|1.0
64|25-30%|25-30%|25-30%|NUSR|91|4|13|NUSR|1|1.0
65|закупка|закупки|закупки|NOUN|93|4|15||1|1.0
66|оборудование|оборудования|оборудования|NOUN|94|4|16|SPEC|3|1.0
67|российский|российского|российского|ADJF|95|4|17||7|1.0
68|производство|производства|производства|NOUN|96|4|18||1|1.0
69|отмечаю|отмечает|отмечает|VERB|100|5|4||1|1.0
70|телми|телми|ТЕЛМИ|UPPR|101|5|5|UPPR|3|1.0
71|квота|квота|квота|NOUN|102|5|6||2|1.0
72|должен|должна|должна|ADJS|103|5|7||1|1.0
73|действовать|действовать|действовать|INFN|104|5|8||1|1.0
74|отношение|отношении|отношении|NOUN|106|5|10||1|1.0
75|государственный|государственных|государственных|ADJF|108|5|12||1|1.0
76|закупщик|закупщиков|закупщиков|NOUN|109|5|13||1|1.0
77|коммерческий|коммерческих|коммерческих|ADJF|112|5|16||1|1.0
78|альянс|альянс|альянс|NOUN|115|6|3||3|1.0
79|прошу|просит|просит|VERB|116|6|4||1|1.0
80|запретить|запретить|запретить|INFN|117|6|5||1|1.0
81|участие|участие|участие|NOUN|118|6|6||1|1.0
82|конкурс|конкурсах|конкурсах|NOUN|120|6|8||1|1.0
83|поставщик|поставщикам|поставщикам|NOUN|121|6|9||1|1.0
84|иностранный|иностранного|иностранного|ADJF|122|6|10||2|1.0
85|оборудование|оборудования|оборудования|NOUN|123|6|11|SPEC|3|1.0
86|наличие|наличии|наличии|NOUN|125|6|13||1|1.0
87|два|двух|двух|NUMR|127|6|15||1|1.0
88|предложение|предложений|предложений|NOUN|128|6|16||2|1.0
89|российский|российских|российских|ADJF|130|6|18||7|1.0
90|производитель|производителей|производителей|NOUN|131|6|19||6|1.0
91|другой|других|других|ADJF|133|7|2||2|2.0
